9435	1.879730	0.012530	2
42581	8.085999	1.373998	3
13720	1.356377	1.491983	2
47606	3.812857	0.969945	1
64217	10.574444	1.682415	1
33741	5.025834	1.406776	1
63161	7.837776	1.371825	1
16522	0.000000	1.630927	2
20116	0.903296	0.406800	2
8214	0.000000	0.349324	2
65642	6.478020	1.520877	1
34019	10.189411	0.083197	3
42004	9.932640	0.202270	3
9768	0.000000	1.579518	2
17790	9.457828	0.570468	2
11217	3.655236	0.880292	2
66843	9.485836	1.165812	1
14086	0.000000	0.150432	2
35547	8.552112	0.555967	3
0	0.407953	1.667409	2
26328	10.600837	0.812564	3
11701	0.000000	1.607104	2
36467	7.784736	1.062634	3
51841	3.998994	1.456364	1
61479	8.629228	0.660463	1
77209	18.474250	1.431549	1
80062	13.883369	0.247645	1
56020	10.379430	0.667788	1
9723	0.509857	0.274700	2
18967	0.000000	0.157796	2
8594	1.917998	1.429929	2
22697	3.743238	0.498718	1
16210	6.886058	0.888765	2
8271	0.000000	1.188581	2
54049	5.670728	0.194121	1
18926	10.042078	1.333645	3
8927	1.089657	0.695183	2
1541	3.057895	0.862016	2
40035	1.981802	0.968584	1
33624	9.905990	0.923534	3
71060	11.847046	0.832675	1
6134	0.000000	0.124405	2
13505	3.973599	1.468897	2
82735	9.659902	0.445747	1
40790	9.074794	0.352191	3
39266	10.021092	1.301285	3
47142	3.847021	0.611333	1
48993	0.832120	1.545604	1
45978	10.405721	1.633929	3
5712	5.027679	0.986602	2
6518	3.992317	0.624675	2
1949	2.654143	0.538172	2
2862	0.000000	0.613441	2
43678	9.670917	0.876903	3
29218	7.587204	0.101709	3
29410	7.687447	0.096409	3
81039	15.658126	0.646634	1
32231	8.432753	0.829872	3
4033	1.185986	0.164743	2
256	1.712150	1.375057	2
28185	9.833719	0.307162	3
64876	11.208059	0.835283	1
76066	10.553701	1.284040	1
1728	2.387571	0.460075	2
20430	10.014527	0.237514	3
8250	4.288315	1.302716	2
75116	6.490238	0.977505	1
24574	2.872688	1.424029	1
41144	2.478614	1.562173	1
14297	3.515463	1.478271	2
37404	0.519468	1.445442	1
9112	4.266594	1.670815	2
12116	8.581883	1.673520	3
9965	0.000000	0.186420	2
35938	10.877221	0.292356	3
14803	1.844527	0.946549	2
29474	10.941359	0.710592	3
12740	0.516698	0.751738	2
16441	2.104505	1.227080	2
61953	8.090968	0.356611	1
37951	9.793498	0.381664	3
70907	6.186723	1.579095	1
44976	9.101275	0.718192	3
40764	11.606280	0.200577	3
7595	2.632403	0.971707	2
42092	8.573640	1.534229	3
49563	7.549959	1.318085	3
41832	11.857544	0.260478	3
10390	0.000000	0.816439	2
10457	2.281056	0.482588	2
13821	3.143508	0.423533	2
12534	1.885575	0.975754	2
24756	5.373267	1.556592	1
64535	5.453247	0.093521	1
43091	14.506153	0.953660	3
63523	9.228663	0.158606	1
45233	8.000623	0.837751	3
11613	2.469576	1.671150	2
81237	13.665495	0.458632	1
31954	11.281148	0.091724	3
30466	2.299924	0.616501	1
16180	15.563290	1.317084	3
38243	14.764374	0.018860	3
30813	1.920684	1.127805	1
31513	11.245550	0.213415	3
43326	10.159918	1.144295	3
39403	7.963851	0.656148	1
11048	4.146487	0.965450	2
11034	2.540745	0.121976	2
55002	2.271388	1.301846	1
69415	8.355775	0.884867	1
35692	12.214888	1.542461	3
1654	0.000000	0.320996	2
47306	0.784771	0.102219	1
3771	4.363846	1.547458	2
34804	8.507970	1.198041	3
6443	2.199928	0.883280	2
63116	4.564798	0.877168	1
32751	11.698161	0.909906	3
43951	10.436483	0.602039	3
18547	10.103172	1.260656	3
41310	3.295738	1.650887	1
11931	6.917180	1.108586	2
17223	5.338505	1.302764	2
51240	1.654749	0.259947	1
47523	12.065552	0.321348	3
2215	6.325451	1.389909	2
68353	11.905459	0.193938	1
39122	0.937699	1.627013	1
42868	11.534209	0.986863	3
47947	10.484618	0.988221	3
20802	7.508163	0.352729	2
34191	9.384840	0.108099	3
69205	9.450541	0.577647	1
26266	11.432288	0.404280	3
10276	0.000000	0.783076	2
39270	9.620904	0.974543	3
16124	6.890609	1.488786	2
34741	10.462966	0.869928	3
20305	6.956433	1.031315	2
2959	0.615933	0.492173	2
10613	3.910309	0.648421	2
36016	9.120314	0.641565	3
0	11.156740	0.038717	2
6620	0.388476	0.662892	2
55118	7.976919	0.942706	3
8418	6.714073	0.102721	2
68773	11.690564	1.543116	1
27061	7.456066	0.847741	3
26327	8.959809	0.786865	3
0	0.414387	1.514512	2
30202	9.893423	0.613918	3
59960	4.432484	1.418251	1
7711	5.172008	0.220979	2
36285	10.298599	0.615818	3
13621	0.000000	1.045055	2
28734	11.634166	0.300831	3
7659	2.570978	0.551593	2
37001	8.135917	1.576373	3
66835	13.077439	0.071461	1
9216	0.000000	0.663212	2
24865	4.613758	0.345827	1
10038	2.445542	1.495611	2
80833	14.795534	0.924890	1
45015	11.848183	0.348032	3
40209	13.203208	1.185310	3
75061	14.649723	0.637275	1
16442	8.832178	1.698308	3
