-0.713172	0.395730	-1.000000
-0.255382	-0.831468	-1.000000
-0.002001	-0.015482	1.000000
-0.404560	-0.015329	1.000000
0.085999	0.015389	1.000000
-0.236499	0.222582	1.000000
0.049743	0.311052	1.000000
0.358259	0.640509	-1.000000
0.580011	0.110210	-1.000000
0.005248	-0.048848	1.000000
-0.106424	0.338049	1.000000
-0.163212	0.113884	1.000000
0.135070	-0.167406	1.000000
-0.021541	0.017412	1.000000
0.038305	-0.797118	-1.000000
-0.114165	0.157619	1.000000
-0.332305	0.235283	1.000000
0.222307	0.221947	1.000000
0.071938	-0.347541	1.000000
-0.289614	0.557240	-1.000000
0.341379	-0.419837	-1.000000
0.453898	0.286421	-1.000000
-0.556739	0.376888	-1.000000
-0.771666	0.104083	-1.000000
-0.513079	-0.456447	-1.000000
-0.628253	-0.437748	-1.000000
-0.099045	-0.471653	1.000000
-0.719200	-0.621359	-1.000000
-0.123591	0.000493	1.000000
-0.069703	-0.240155	1.000000
-0.058074	0.067642	1.000000
0.297274	0.786616	-1.000000
-0.046399	-0.219937	1.000000
-0.144280	0.052712	1.000000
-0.088122	0.071086	1.000000
0.298808	-0.072316	1.000000
-0.895012	0.249788	-1.000000
0.857909	-0.396689	-1.000000
0.824622	-0.101264	-1.000000
-0.843850	-0.476691	-1.000000
-0.234658	0.912442	-1.000000
0.958853	0.246702	-1.000000
0.080726	-0.007855	1.000000
-0.340820	0.746375	-1.000000
0.012759	0.054886	1.000000
0.271275	0.657370	-1.000000
-0.215445	0.414724	1.000000
0.851519	0.455145	-1.000000
-0.057497	0.103501	1.000000
0.262926	0.220978	1.000000
0.190872	-0.394166	1.000000
0.068960	0.128814	1.000000
-0.004620	0.001141	1.000000
-0.056332	-0.684446	-1.000000
0.279253	-0.012576	1.000000
0.676119	0.420574	-1.000000
0.000120	-0.071063	1.000000
0.396859	-0.580898	-1.000000
-0.663535	-0.260821	-1.000000
0.388287	-0.071325	1.000000
0.811541	0.239584	-1.000000
-0.006096	0.030946	1.000000
-0.418954	0.467074	-1.000000
0.195146	-0.225325	1.000000
0.019013	-0.267813	1.000000
-0.759045	0.464656	-1.000000
-0.267455	-0.869389	-1.000000
-0.272586	0.844880	-1.000000
-0.169750	-0.610689	-1.000000
0.230513	0.050229	1.000000
0.150457	-0.618842	-1.000000
-0.117298	0.204181	1.000000
-0.223332	-0.190528	1.000000
-0.726977	-0.161557	-1.000000
0.464085	-0.109261	1.000000
0.140496	0.395517	1.000000
-0.037130	-0.044314	1.000000
-0.225323	-0.105838	1.000000
-0.030152	0.425035	1.000000
-0.000336	0.446798	1.000000
0.010941	0.020953	1.000000
0.021870	0.253785	1.000000
0.319777	0.086286	1.000000
-0.006684	0.274130	1.000000
0.086414	0.832705	-1.000000
-0.269518	-0.060655	1.000000
-0.431381	0.180563	1.000000
0.725347	-0.594770	-1.000000
-0.555463	-0.215718	-1.000000
0.408899	0.280326	1.000000
-0.113070	-0.129345	1.000000
-0.553939	0.107301	-1.000000
0.139992	0.514334	-1.000000
0.942200	0.129030	-1.000000
0.452195	0.561618	-1.000000
0.214299	-0.160777	1.000000
-0.896074	-0.393516	-1.000000
-0.942533	0.064865	-1.000000
0.608642	0.164608	-1.000000
-0.212940	0.668826	-1.000000
